id,activity_date,total_steps,total_distance,tracker_distance,logged_activities_distance,very_active_distance,moderaly_active_distance,light_active_distance,sedentary_active_distance,very_active_minutes,fairly_active_minutes,lightly_active_minutes,sedentary_minutes,calories
8378563200,4/14/2016,1329,10.56000042,10.56000042,2.253081083,5.619999886,1.029999971,3.910000086,0,123,21,174,699,4163
1624580081,4/15/2016,17022,0.980000019,0.980000019,0,0,0,0.970000029,0,0,0,96,1344,1344
2026352035,4/15/2016,11596,2.369999886,2.369999886,0,0,0,2.369999886,0,0,0,188,687,1444
3977333714,4/15/2016,9715,6.059999943,6.059999943,0,1.049999952,1.75,3.25999999,0,15,42,183,644,1468
4057192912,4/15/2016,8844,2.950000048,2.950000048,0,0.209999993,0.25999999,2.440000057,0,3,6,88,873,1527
8253242879,4/15/2016,1969,1.769999981,1.769999981,0,0,0,1.75999999,0,0,0,105,1335,1632
1844505072,4/15/2016,13928,2.539999962,2.539999962,0,0,0,2.539999962,0,0,0,176,527,1725
1503960366,4/15/2016,23629,6.28000021,6.28000021,0,2.140000105,1.25999999,2.829999924,0,29,34,209,726,1745
6962181067,4/15/2016,4188,3.680000067,3.680000067,0,0,0,3.680000067,0,0,0,217,837,1756
2320127002,4/15/2016,11034,3.50999999,3.50999999,0,0,0,3.50999999,0,0,0,245,1195,1801
3372868164,4/15/2016,10055,5.079999924,5.079999924,0,0,0,5.059999943,0.02,0,0,335,1105,1908
4319703577,4/15/2016,8757,3.799999952,3.799999952,0,0,0,3.799999952,0,0,0,228,752,1985
8792009665,4/15/2016,0,1.590000033,1.590000033,0,0,0,1.590000033,0,0,0,126,937,2009
2873212765,4/15/2016,10299,5.699999809,5.699999809,0,0,0,5.690000057,0.01,0,0,448,992,2063
7007744171,4/15/2016,3673,3.529999971,3.529999971,0,0,0,3.529999971,0,0,0,202,1238,2098
4558609924,4/15/2016,7328,5.150000095,5.150000095,0,0.589999974,0.839999974,3.730000019,0,17,30,262,1131,2121
6775888955,4/15/2016,4697,0.920000017,0.920000017,0,0,0,0.920000017,0,0,0,58,976,2127
2347167796,4/15/2016,10538,6.920000076,6.920000076,0,0.07,1.419999957,5.429999828,0,1,24,284,720,2133
1927972279,4/15/2016,12954,0.680000007,0.680000007,0,0,0,0.680000007,0,0,0,51,941,2221
5553957443,4/15/2016,6466,10.85999966,10.85999966,0,4.159999847,1.980000019,4.710000038,0,58,38,239,689,2254
7086361926,4/15/2016,3292,5.670000076,5.670000076,0,2.039999962,1.110000014,2.529999971,0,30,21,139,864,2395
4445114986,4/15/2016,7833,4.829999924,4.829999924,0,0,0,4.829999924,0,0,0,350,711,2496
8583815059,4/15/2016,108,2.680000067,2.680000067,0,0,0,0.899999976,0,0,0,65,1375,2505
2022484408,4/15/2016,12346,8.029999733,8.029999733,0,1.940000057,0.310000002,5.78000021,0,27,9,282,1122,2525
1644430081,4/15/2016,15050,3.829999924,3.829999924,0,0.219999999,0.150000006,3.450000048,0,3,4,170,1263,2750
6117666160,4/15/2016,5510,10.59000015,10.59000015,0,0,0.280000001,10.30000019,0,0,6,513,921,2865
6290855005,4/15/2016,5153,7.179999828,7.179999828,0,0,0,7.170000076,0.01,0,0,328,1112,2896
4702921684,4/15/2016,6890,5.28000021,5.28000021,0,0.07,0.419999987,4.789999962,0,1,8,256,944,2896
4020332650,4/15/2016,9232,1.350000024,1.350000024,0,0.209999993,0.360000014,0.769999981,0,36,18,87,1299,2951
4388161847,4/15/2016,8237,6.730000019,6.730000019,0,0,0,6.730000019,0,0,0,299,837,3066
8053475328,4/15/2016,2573,16.23999977,16.23999977,0,13.26000023,0.389999986,2.589999914,0,132,8,158,1142,3410
8378563200,4/15/2016,1326,11.47000027,11.47000027,0,4.909999847,1.149999976,5.409999847,0,60,23,190,729,3666
8877689391,4/15/2016,0,7.170000076,7.170000076,0,0.050000001,0.050000001,7.010000229,0.01,106,1,281,1052,3934
5577150313,4/15/2016,6064,9.079999924,9.079999924,0,3.920000076,1.600000024,3.559999943,0,115,54,199,695,4005
2026352035,4/16/2016,11584,1.580000043,1.580000043,0,0,0,1.580000043,0,0,0,150,728,1373
1624580081,4/16/2016,16901,3.49000001,3.49000001,0,0,0,3.49000001,0,0,0,176,1264,1463
3977333714,4/16/2016,9705,9,9,0,2.029999971,4,2.970000029,0,31,83,153,663,1625
7086361926,4/16/2016,3276,0.01,0.01,0,0,0,0.01,0,0,0,3,1437,1635
1844505072,4/16/2016,13755,2.25999999,2.25999999,0,0,0,2.25999999,0,0,0,147,1293,1657
8792009665,4/16/2016,0,0.159999996,0.159999996,0,0,0,0.159999996,0,0,0,12,1428,1721
2320127002,4/16/2016,11009,3.410000086,3.410000086,0,0,0,3.400000095,0,0,0,195,1245,1724
5553957443,4/16/2016,6440,3.769999981,3.769999981,0,0,0,3.769999981,0,0,0,288,521,1831
1503960366,4/16/2016,23186,8.159999847,8.159999847,0,2.710000038,0.409999996,5.039999962,0,36,10,221,773,1863
8253242879,4/16/2016,1967,6.139999866,6.139999866,0,0.430000007,3.269999981,2.450000048,0,6,51,115,1268,1880
4319703577,4/16/2016,8712,3.180000067,3.180000067,0,0,0,3.180000067,0,0,0,194,724,1884
3372868164,4/16/2016,10052,4.730000019,4.730000019,0,0,0,4.699999809,0.029999999,0,0,356,1084,1908
4558609924,4/16/2016,7303,4.820000172,4.820000172,0,0.550000012,0.75,3.5,0,8,12,308,1112,1997
1927972279,4/16/2016,12912,0,0,0,0,0,0,0,0,0,0,1440,2064
7007744171,4/16/2016,3672,3.099999905,3.099999905,0,0,0,3.099999905,0,0,0,203,1155,2076
2873212765,4/16/2016,10288,6.650000095,6.650000095,0,3.109999895,0.02,3.50999999,0.01,47,1,305,1087,2148
6962181067,4/16/2016,4165,8.739999771,8.739999771,0,3.660000086,0.189999998,4.880000114,0,50,3,280,741,2173
2022484408,4/16/2016,12342,7.090000153,7.090000153,0,3.150000095,0.550000012,3.390000105,0,41,11,151,1237,2177
4445114986,4/16/2016,7804,2.650000095,2.650000095,0,0,0,2.650000095,0,0,0,225,716,2180
6775888955,4/16/2016,4676,3.390000105,3.390000105,0,2.519999981,0.810000002,0.059999999,0,36,18,9,1377,2225
2347167796,4/16/2016,10536,15.07999992,15.07999992,0,5.449999809,4.099999905,5.53000021,0,66,72,268,968,2670
8583815059,4/16/2016,62,4.150000095,4.150000095,0,0,0,0,0,0,0,0,1440,2693
6290855005,4/16/2016,5151,6.28000021,6.28000021,0,0,0,6.269999981,0.01,0,0,258,1182,2783
6117666160,4/16/2016,5472,10.90999985,10.90999985,0,0.579999983,0.850000024,9.479999542,0,7,15,518,502,2828
8053475328,4/16/2016,2564,11.10999966,11.10999966,0,9.359999657,0.270000011,1.49000001,0,96,6,83,1255,2867
4020332650,4/16/2016,9217,1.419999957,1.419999957,0,0.449999988,0.370000005,0.589999974,0,65,21,55,1222,3051
4388161847,4/16/2016,8232,5.059999943,5.059999943,0,0.209999993,0.400000006,4.449999809,0,6,9,253,609,3073
4702921684,4/16/2016,6885,9.029999733,9.029999733,0,0.239999995,1.25,7.539999962,0,3,24,335,556,3328
8378563200,4/16/2016,1321,8.890000343,8.890000343,0,5.369999886,1.070000052,2.440000057,0,64,21,142,563,3363
1644430081,4/16/2016,15010,11.11999989,11.11999989,0,4.099999905,1.879999995,5.090000153,0,51,42,212,1135,3493
5577150313,4/16/2016,6047,10.65999985,10.65999985,0,6.639999866,1.279999971,2.730000019,0,184,56,158,472,4274
8877689391,4/16/2016,0,25.29000092,25.29000092,0,13.23999977,1.210000038,10.71000004,0,94,29,429,888,4547
2026352035,4/17/2016,11550,0.519999981,0.519999981,0,0,0,0.519999981,0,0,0,60,1053,1214
5553957443,4/17/2016,6435,0.430000007,0.430000007,0,0,0,0.430000007,0,0,0,46,943,1397
4319703577,4/17/2016,8701,0.02,0.02,0,0,0,0.02,0,0,0,3,1363,1464
3977333714,4/17/2016,9685,6.96999979,6.96999979,0,0.699999988,2.349999905,3.920000076,0,11,58,205,600,1529
2873212765,4/17/2016,10255,1.700000048,1.700000048,0,0,0.349999994,1.340000033,0,0,8,160,1272,1529
1624580081,4/17/2016,16674,4.059999943,4.059999943,0,1.029999971,1.519999981,1.49000001,0.01,15,22,127,1276,1554
7086361926,4/17/2016,3176,0,0,0,0,0,0,0,0,0,0,1440,1629
8792009665,4/17/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1688
1503960366,4/17/2016,22988,6.480000019,6.480000019,0,3.190000057,0.779999971,2.50999999,0,38,20,164,539,1728
1844505072,4/17/2016,13744,2.99000001,2.99000001,0,0.140000001,0.25999999,2.589999914,0,2,8,199,1231,1793
2320127002,4/17/2016,10999,4.179999828,4.179999828,0,0,0,4.179999828,0,0,0,249,1191,1852
2347167796,4/17/2016,10524,3.619999886,3.619999886,0,0.079999998,0.280000001,3.25999999,0,1,7,249,508,1882
4445114986,4/17/2016,7802,1.519999981,1.519999981,0,0,0,1.519999981,0,0,0,114,1219,1933
3372868164,4/17/2016,10039,5.880000114,5.880000114,0,1.409999967,0.100000001,4.360000134,0.01,11,2,322,1105,1964
4020332650,4/17/2016,9202,0.01,0.01,0,0,0,0.01,0,0,0,2,1438,1990
6962181067,4/17/2016,4112,6.710000038,6.710000038,0,0.330000013,0.680000007,5.690000057,0,5,13,295,634,2027
1927972279,4/17/2016,12862,0,0,0,0,0,0,0,0,0,0,1440,2063
6775888955,4/17/2016,4660,1.789999962,1.789999962,0,0.349999994,1.129999995,0.310000002,0,5,24,19,1392,2067
8253242879,4/17/2016,1882,7.909999847,7.909999847,0,5.429999828,0.150000006,2.329999924,0,41,5,157,1237,2112
4558609924,4/17/2016,7289,6.400000095,6.400000095,0,0.550000012,1.139999986,4.710000038,0,7,19,304,1110,2117
6117666160,4/17/2016,5454,5.400000095,5.400000095,0,0,0,5.400000095,0,0,0,312,702,2225
7007744171,4/17/2016,3634,5.389999866,5.389999866,0,0,0,5.389999866,0,0,0,305,1135,2383
8583815059,4/17/2016,44,2.349999905,2.349999905,0,0,0,0,0,0,0,0,1440,2439
8378563200,4/17/2016,1320,1.690000057,1.690000057,0,0,0,1.690000057,0,0,0,93,599,2572
4388161847,4/17/2016,8221,3.579999924,3.579999924,0,0,0,3.579999924,0,0,0,201,721,2572
2022484408,4/17/2016,12332,11.39999962,11.39999962,0,3.869999886,0.660000026,6.880000114,0,28,29,331,1052,2782
1644430081,4/17/2016,14990,6.369999886,6.369999886,0,2.25,0.569999993,3.549999952,0,29,13,186,1212,3011
6290855005,4/17/2016,5135,5.940000057,5.940000057,0,1.139999986,0.790000021,4,0,31,12,225,1172,3171
8053475328,4/17/2016,2547,13.68999958,13.68999958,0,9.239999771,0.800000012,3.640000105,0,111,21,195,1113,3213
4702921684,4/17/2016,6877,10.28999996,10.28999996,0,0.959999979,3.460000038,5.880000114,0,12,66,302,437,3394
8877689391,4/17/2016,0,8.869999886,8.869999886,0,0,0.07,8.789999962,0,58,15,307,1060,3545
5577150313,4/17/2016,6017,9.140000343,9.140000343,0,5.980000019,0.829999983,2.319999933,0,200,37,159,525,4552
2026352035,4/18/2016,11548,2.059999943,2.059999943,0,0,0,2.059999943,0,0,0,182,1062,1419
3977333714,4/18/2016,9648,7.800000191,7.800000191,0,0.25,3.730000019,3.819999933,0,4,95,214,605,1584
1624580081,4/18/2016,16556,7.409999847,7.409999847,0,2.150000095,0.620000005,4.619999886,0.01,17,7,202,1214,1604
4319703577,4/18/2016,8687,1.549999952,1.549999952,0,0.07,0.330000013,1.120000005,0,1,9,58,824,1632
5553957443,4/18/2016,6424,2.430000067,2.430000067,0,0,0,2.430000067,0,0,0,206,622,1683
8792009665,4/18/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1688
1844505072,4/18/2016,13743,3.039999962,3.039999962,0,0,0.479999989,2.559999943,0,0,12,217,1211,1814
8253242879,4/18/2016,1868,3.480000019,3.480000019,0,1.039999962,0.629999995,1.799999952,0,16,16,130,1278,1829
2873212765,4/18/2016,10252,5.239999771,5.239999771,0,0.07,0.280000001,4.889999866,0,1,6,311,1122,1890
2320127002,4/18/2016,10993,4.420000076,4.420000076,0,0,0.25999999,4.139999866,0,0,7,260,1173,1905
1503960366,4/18/2016,22770,8.590000153,8.590000153,0,3.25,0.639999986,4.710000038,0,42,16,233,1149,1921
2347167796,4/18/2016,10520,5.449999809,5.449999809,0,0.790000021,0.860000014,3.789999962,0,11,16,206,678,1944
4020332650,4/18/2016,9172,0.039999999,0.039999999,0,0,0,0.039999999,0,0,0,2,1438,1995
3372868164,4/18/2016,10035,4.639999866,4.639999866,0,1.080000043,0.200000003,3.349999905,0,20,7,343,1070,2014
6117666160,4/18/2016,5439,3.910000086,3.910000086,0,0,0,3.890000105,0,0,0,241,759,2018
6962181067,4/18/2016,4081,7.539999962,7.539999962,0,0.829999983,2.390000105,4.320000172,0,13,42,238,689,2039
1927972279,4/18/2016,12857,0.170000002,0.170000002,0,0,0,0.170000002,0,0,0,17,1423,2111
4558609924,4/18/2016,7286,5.909999847,5.909999847,0,0.980000019,0.930000007,4,0,14,15,331,1080,2116
4445114986,4/18/2016,7795,4.239999771,4.239999771,0,2,0.289999992,1.950000048,0,25,6,162,1247,2248
8583815059,4/18/2016,42,3.00999999,3.00999999,0,0.310000002,1.059999943,1.350000024,0,4,22,105,1309,2536
7086361926,4/18/2016,3147,6.710000038,6.710000038,0,3.170000076,1.220000029,2.309999943,0,61,51,114,1136,2743
8877689391,4/18/2016,0,8.670000076,8.670000076,0,2.440000057,0.270000011,5.940000057,0,29,5,191,1215,2761
6290855005,4/18/2016,5079,5.210000038,5.210000038,0,0,0,5.190000057,0.02,0,0,271,1169,2766
2022484408,4/18/2016,12315,10.06999969,10.06999969,0,3.640000105,0.119999997,6.300000191,0,48,3,311,1078,2770
6775888955,4/18/2016,4631,5.949999809,5.949999809,0,2,0.769999981,3.170000076,0,30,31,146,1233,2798
1644430081,4/18/2016,14890,5.190000057,5.190000057,0,1.070000052,1.669999957,2.450000048,0,15,33,121,1271,2806
7007744171,4/18/2016,3609,10.97999954,9.909999847,4.930550098,3.789999962,2.119999886,5.050000191,0.02,48,31,284,1077,2832
4702921684,4/18/2016,6873,7.380000114,7.380000114,0,1.820000052,1.49000001,4.070000172,0,22,30,191,890,3013
8053475328,4/18/2016,2524,12.65999985,12.65999985,0,9.079999924,0.230000004,3.349999905,0,102,6,195,1137,3133
4388161847,4/18/2016,8206,9.100000381,9.100000381,0,3.559999943,0.400000006,5.139999866,0,27,8,239,1017,3274
5577150313,4/18/2016,6001,7.389999866,7.389999866,0,4.860000134,0.720000029,1.820000052,0,114,32,130,623,3625
8378563200,4/18/2016,1282,10.81000042,10.81000042,2.092147112,5.050000191,0.560000002,5.199999809,0,117,10,174,720,4157
2026352035,4/19/2016,11495,1.5,1.5,0,0,0,1.5,0,0,0,141,785,1356
1844505072,4/19/2016,13658,0.129999995,0.129999995,0,0,0,0.129999995,0,0,0,10,1430,1366
1624580081,4/19/2016,16520,1.899999976,1.899999976,0,0,0,1.899999976,0,0,0,141,1299,1435
3977333714,4/19/2016,9634,8.779999733,8.779999733,0,2.24000001,2.450000048,3.960000038,0,19,67,221,738,1638
8792009665,4/19/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1688
8253242879,4/19/2016,1831,2.779999971,2.779999971,0,0,0,2.779999971,0,0,0,164,1276,1763
2320127002,4/19/2016,10988,4.039999962,4.039999962,0,0,0.379999995,3.660000086,0,0,11,228,1201,1811
6775888955,4/19/2016,4597,0,0,0,0,0,0,0,0,0,0,1440,1841
4558609924,4/19/2016,7275,3.569999933,3.569999933,0,0.050000001,0.360000014,3.160000086,0,1,9,248,1182,1876
4445114986,4/19/2016,7762,1.389999986,1.389999986,0,0,0,1.389999986,0,0,0,121,895,1954
2873212765,4/19/2016,10245,5.369999886,5.369999886,0,0,0,5.360000134,0,0,0,389,1051,1956
4020332650,4/19/2016,9167,0,0,0,0,0,0,0,0,0,0,1440,1980
3372868164,4/19/2016,9930,5.260000229,5.260000229,0,0,0,5.239999771,0.02,0,0,376,1064,1985
1503960366,4/19/2016,22359,9.880000114,9.880000114,0,3.529999971,1.320000052,5.03000021,0,50,31,264,775,2035
6962181067,4/19/2016,4068,7.099999905,7.099999905,0,2.099999905,2.130000114,2.869999886,0,35,41,195,659,2046
1927972279,4/19/2016,12850,0,0,0,0,0,0,0,0,0,0,1440,2063
4319703577,4/19/2016,8614,5.989999771,5.989999771,0,0,0,5.989999771,0,0,0,311,604,2200
5553957443,4/19/2016,6393,10.10999966,10.10999966,0,4.28000021,1.659999967,4.179999828,0,69,28,249,756,2284
